warehouse,name,aisle,x,y,z,length,width,height,pickSequence,putawaySequence,countSequence,capacity,fillPercentage,locationGroup,enabled
WMOR,EA-OZ-021,141,,,,32,20,20,14100020,14100020,14100020,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-022,141,,,,32,20,20,14100021,14100021,14100021,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-023,141,,,,32,20,20,14100022,14100022,14100022,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-024,141,,,,32,20,20,14100023,14100023,14100023,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-025,141,,,,32,20,20,14100024,14100024,14100024,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-026,141,,,,32,20,20,14100025,14100025,14100025,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-027,141,,,,32,20,20,14100026,14100026,14100026,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-028,141,,,,32,20,20,14100027,14100027,14100027,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-029,141,,,,32,20,20,14100028,14100028,14100028,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-030,141,,,,32,20,20,14100029,14100029,14100029,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-031,141,,,,32,20,20,14100030,14100030,14100030,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-032,141,,,,32,20,20,14100031,14100031,14100031,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-033,141,,,,32,20,20,14100032,14100032,14100032,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-034,141,,,,32,20,20,14100033,14100033,14100033,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-035,141,,,,32,20,20,14100034,14100034,14100034,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-036,141,,,,32,20,20,14100035,14100035,14100035,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-037,141,,,,32,20,20,14100036,14100036,14100036,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-038,141,,,,32,20,20,14100037,14100037,14100037,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-039,141,,,,32,20,20,14100038,14100038,14100038,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-040,141,,,,32,20,20,14100039,14100039,14100039,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-041,141,,,,32,20,20,14100040,14100040,14100040,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-042,141,,,,32,20,20,14100041,14100041,14100041,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-043,141,,,,32,20,20,14100042,14100042,14100042,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-044,141,,,,32,20,20,14100043,14100043,14100043,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-045,141,,,,32,20,20,14100044,14100044,14100044,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-046,141,,,,32,20,20,14100045,14100045,14100045,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-047,141,,,,32,20,20,14100046,14100046,14100046,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-048,141,,,,32,20,20,14100047,14100047,14100047,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-049,141,,,,32,20,20,14100048,14100048,14100048,12800,100,EACH_PICK_OZ,true
WMOR,EA-OZ-050,141,,,,32,20,20,14100049,14100049,14100049,12800,100,EACH_PICK_OZ,true
WMOR,CS-OZ-001,141,,,,64,48,48,14101000,14101000,14101000,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-002,141,,,,64,48,48,14101001,14101001,14101001,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-003,141,,,,64,48,48,14101002,14101002,14101002,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-004,141,,,,64,48,48,14101003,14101003,14101003,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-005,141,,,,64,48,48,14101004,14101004,14101004,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-006,141,,,,64,48,48,14101005,14101005,14101005,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-007,141,,,,64,48,48,14101006,14101006,14101006,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-008,141,,,,64,48,48,14101007,14101007,14101007,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-009,141,,,,64,48,48,14101008,14101008,14101008,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-010,141,,,,64,48,48,14101009,14101009,14101009,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-011,141,,,,64,48,48,14101010,14101010,14101010,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-012,141,,,,64,48,48,14101011,14101011,14101011,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-013,141,,,,64,48,48,14101012,14101012,14101012,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-014,141,,,,64,48,48,14101013,14101013,14101013,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-015,141,,,,64,48,48,14101014,14101014,14101014,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-016,141,,,,64,48,48,14101015,14101015,14101015,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-017,141,,,,64,48,48,14101016,14101016,14101016,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-018,141,,,,64,48,48,14101017,14101017,14101017,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-019,141,,,,64,48,48,14101018,14101018,14101018,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-020,141,,,,64,48,48,14101019,14101019,14101019,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-021,141,,,,64,48,48,14101020,14101020,14101020,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-022,141,,,,64,48,48,14101021,14101021,14101021,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-023,141,,,,64,48,48,14101022,14101022,14101022,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-024,141,,,,64,48,48,14101023,14101023,14101023,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-025,141,,,,64,48,48,14101024,14101024,14101024,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-026,141,,,,64,48,48,14101025,14101025,14101025,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-027,141,,,,64,48,48,14101026,14101026,14101026,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-028,141,,,,64,48,48,14101027,14101027,14101027,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-029,141,,,,64,48,48,14101028,14101028,14101028,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-030,141,,,,64,48,48,14101029,14101029,14101029,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-031,141,,,,64,48,48,14101030,14101030,14101030,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-032,141,,,,64,48,48,14101031,14101031,14101031,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-033,141,,,,64,48,48,14101032,14101032,14101032,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-034,141,,,,64,48,48,14101033,14101033,14101033,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-035,141,,,,64,48,48,14101034,14101034,14101034,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-036,141,,,,64,48,48,14101035,14101035,14101035,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-037,141,,,,64,48,48,14101036,14101036,14101036,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-038,141,,,,64,48,48,14101037,14101037,14101037,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-039,141,,,,64,48,48,14101038,14101038,14101038,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-040,141,,,,64,48,48,14101039,14101039,14101039,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-041,141,,,,64,48,48,14101040,14101040,14101040,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-042,141,,,,64,48,48,14101041,14101041,14101041,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-043,141,,,,64,48,48,14101042,14101042,14101042,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-044,141,,,,64,48,48,14101043,14101043,14101043,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-045,141,,,,64,48,48,14101044,14101044,14101044,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-046,141,,,,64,48,48,14101045,14101045,14101045,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-047,141,,,,64,48,48,14101046,14101046,14101046,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-048,141,,,,64,48,48,14101047,14101047,14101047,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-049,141,,,,64,48,48,14101048,14101048,14101048,147456,100,CASE_PICK_OZ,true
WMOR,CS-OZ-050,141,,,,64,48,48,14101049,14101049,14101049,147456,100,CASE_PICK_OZ,true
WMOR,PA-OZ-001,141,,,,64,48,48,14102000,14102000,14102000,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-002,141,,,,64,48,48,14102001,14102001,14102001,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-003,141,,,,64,48,48,14102002,14102002,14102002,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-004,141,,,,64,48,48,14102003,14102003,14102003,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-005,141,,,,64,48,48,14102004,14102004,14102004,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-006,141,,,,64,48,48,14102005,14102005,14102005,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-007,141,,,,64,48,48,14102006,14102006,14102006,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-008,141,,,,64,48,48,14102007,14102007,14102007,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-009,141,,,,64,48,48,14102008,14102008,14102008,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-010,141,,,,64,48,48,14102009,14102009,14102009,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-011,141,,,,64,48,48,14102010,14102010,14102010,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-012,141,,,,64,48,48,14102011,14102011,14102011,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-013,141,,,,64,48,48,14102012,14102012,14102012,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-014,141,,,,64,48,48,14102013,14102013,14102013,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-015,141,,,,64,48,48,14102014,14102014,14102014,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-016,141,,,,64,48,48,14102015,14102015,14102015,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-017,141,,,,64,48,48,14102016,14102016,14102016,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-018,141,,,,64,48,48,14102017,14102017,14102017,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-019,141,,,,64,48,48,14102018,14102018,14102018,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-020,141,,,,64,48,48,14102019,14102019,14102019,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-021,141,,,,64,48,48,14102020,14102020,14102020,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-022,141,,,,64,48,48,14102021,14102021,14102021,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-023,141,,,,64,48,48,14102022,14102022,14102022,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-024,141,,,,64,48,48,14102023,14102023,14102023,147456,100,PALLET_PICK_OZ,true
WMOR,PA-OZ-025,141,,,,64,48,48,14102024,14102024,14102024,147456,100,PALLET_PICK_OZ,true
WMOR,GRID-A-011,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-012,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-013,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-014,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-020,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-021,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-022,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-023,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-024,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-025,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-026,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-027,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-028,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-029,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-030,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-031,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-032,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-040,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-A-041,501,,,,20,20,20,50102024,50102024,50102024,4000,100,GRID-A,true
WMOR,GRID-B-011,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-012,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-013,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-014,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-020,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-021,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-022,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-023,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-024,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-025,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-026,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-027,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-028,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-029,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-030,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-031,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-032,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-040,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,GRID-B-041,502,,,,20,20,20,50202024,50202024,50202024,4000,100,GRID-B,true
WMOR,RSTG001,201,,,,320,240,48,20100000,20100000,20100000,3686400,100,RECV_STG,true
WMOR,RSTG002,201,,,,320,240,48,20100001,20100001,20100001,3686400,100,RECV_STG,true
WMOR,RSTG003,201,,,,320,240,48,20100002,20100002,20100002,3686400,100,RECV_STG,true
WMOR,RSTG004,201,,,,320,240,48,20100003,20100003,20100003,3686400,100,RECV_STG,true
WMOR,RSTG005,201,,,,320,240,48,20100004,20100004,20100004,3686400,100,RECV_STG,true
WMOR,RSTG006,201,,,,320,240,48,20100005,20100005,20100005,3686400,100,RECV_STG,true
WMOR,RSTG007,201,,,,320,240,48,20100006,20100006,20100006,3686400,100,RECV_STG,true
WMOR,RSTG008,201,,,,320,240,48,20100007,20100007,20100007,3686400,100,RECV_STG,true
WMOR,RSTG009,201,,,,320,240,48,20100008,20100008,20100008,3686400,100,RECV_STG,true
WMOR,RSTG010,201,,,,320,240,48,20100009,20100009,20100009,3686400,100,RECV_STG,true
WMOR,RSTG011,201,,,,320,240,48,20100010,20100010,20100010,3686400,100,RECV_STG,true
WMOR,RSTG012,201,,,,320,240,48,20100011,20100011,20100011,3686400,100,RECV_STG,true
WMOR,RSTG013,201,,,,320,240,48,20100012,20100012,20100012,3686400,100,RECV_STG,true
WMOR,RSTG014,201,,,,320,240,48,20100013,20100013,20100013,3686400,100,RECV_STG,true
WMOR,RSTG015,201,,,,320,240,48,20100014,20100014,20100014,3686400,100,RECV_STG,true
WMOR,RSTG016,201,,,,320,240,48,20100015,20100015,20100015,3686400,100,RECV_STG,true
WMOR,RSTG017,201,,,,320,240,48,20100016,20100016,20100016,3686400,100,RECV_STG,true
WMOR,RSTG018,201,,,,320,240,48,20100017,20100017,20100017,3686400,100,RECV_STG,true
WMOR,RSTG019,201,,,,320,240,48,20100018,20100018,20100018,3686400,100,RECV_STG,true
WMOR,RSTG020,201,,,,320,240,48,20100019,20100019,20100019,3686400,100,RECV_STG,true
WMOR,RSTG021,201,,,,320,240,48,20100020,20100020,20100020,3686400,100,RECV_STG,true
WMOR,RSTG022,201,,,,320,240,48,20100021,20100021,20100021,3686400,100,RECV_STG,true
WMOR,RSTG023,201,,,,320,240,48,20100022,20100022,20100022,3686400,100,RECV_STG,true
WMOR,RSTG024,201,,,,320,240,48,20100023,20100023,20100023,3686400,100,RECV_STG,true
WMOR,RSTG025,201,,,,320,240,48,20100024,20100024,20100024,3686400,100,RECV_STG,true
WMOR,RSTG026,201,,,,320,240,48,20100025,20100025,20100025,3686400,100,RECV_STG,true
WMOR,RSTG027,201,,,,320,240,48,20100026,20100026,20100026,3686400,100,RECV_STG,true
WMOR,RSTG028,201,,,,320,240,48,20100027,20100027,20100027,3686400,100,RECV_STG,true
WMOR,RSTG029,201,,,,320,240,48,20100028,20100028,20100028,3686400,100,RECV_STG,true
WMOR,RSTG030,201,,,,320,240,48,20100029,20100029,20100029,3686400,100,RECV_STG,true
WMOR,SSTG001,202,,,,320,240,48,20200000,20200000,20200000,3686400,100,SHIP_STG,true
WMOR,SSTG002,202,,,,320,240,48,20200001,20200001,20200001,3686400,100,SHIP_STG,true
WMOR,SSTG003,202,,,,320,240,48,20200002,20200002,20200002,3686400,100,SHIP_STG,true
WMOR,SSTG004,202,,,,320,240,48,20200003,20200003,20200003,3686400,100,SHIP_STG,true
WMOR,SSTG005,202,,,,320,240,48,20200004,20200004,20200004,3686400,100,SHIP_STG,true
WMOR,SSTG006,202,,,,320,240,48,20200005,20200005,20200005,3686400,100,SHIP_STG,true
WMOR,SSTG007,202,,,,320,240,48,20200006,20200006,20200006,3686400,100,SHIP_STG,true
WMOR,SSTG008,202,,,,320,240,48,20200007,20200007,20200007,3686400,100,SHIP_STG,true
WMOR,SSTG009,202,,,,320,240,48,20200008,20200008,20200008,3686400,100,SHIP_STG,true
WMOR,SSTG010,202,,,,320,240,48,20200009,20200009,20200009,3686400,100,SHIP_STG,true
WMOR,SSTG011,202,,,,320,240,48,20200010,20200010,20200010,3686400,100,SHIP_STG,true
WMOR,SSTG012,202,,,,320,240,48,20200011,20200011,20200011,3686400,100,SHIP_STG,true
WMOR,SSTG013,202,,,,320,240,48,20200012,20200012,20200012,3686400,100,SHIP_STG,true
WMOR,SSTG014,202,,,,320,240,48,20200013,20200013,20200013,3686400,100,SHIP_STG,true
WMOR,SSTG015,202,,,,320,240,48,20200014,20200014,20200014,3686400,100,SHIP_STG,true
WMOR,SSTG016,202,,,,320,240,48,20200015,20200015,20200015,3686400,100,SHIP_STG,true
WMOR,SSTG017,202,,,,320,240,48,20200016,20200016,20200016,3686400,100,SHIP_STG,true
WMOR,SSTG018,202,,,,320,240,48,20200017,20200017,20200017,3686400,100,SHIP_STG,true
WMOR,SSTG019,202,,,,320,240,48,20200018,20200018,20200018,3686400,100,SHIP_STG,true
WMOR,SSTG020,202,,,,320,240,48,20200019,20200019,20200019,3686400,100,SHIP_STG,true
WMOR,SSTG021,202,,,,320,240,48,20200020,20200020,20200020,3686400,100,SHIP_STG,true
WMOR,SSTG022,202,,,,320,240,48,20200021,20200021,20200021,3686400,100,SHIP_STG,true
WMOR,SSTG023,202,,,,320,240,48,20200022,20200022,20200022,3686400,100,SHIP_STG,true
WMOR,SSTG024,202,,,,320,240,48,20200023,20200023,20200023,3686400,100,SHIP_STG,true
WMOR,SSTG025,202,,,,320,240,48,20200024,20200024,20200024,3686400,100,SHIP_STG,true
WMOR,SSTG026,202,,,,320,240,48,20200025,20200025,20200025,3686400,100,SHIP_STG,true
WMOR,SSTG027,202,,,,320,240,48,20200026,20200026,20200026,3686400,100,SHIP_STG,true
WMOR,SSTG028,202,,,,320,240,48,20200027,20200027,20200027,3686400,100,SHIP_STG,true
WMOR,SSTG029,202,,,,320,240,48,20200028,20200028,20200028,3686400,100,SHIP_STG,true
WMOR,SSTG030,202,,,,320,240,48,20200029,20200029,20200029,3686400,100,SHIP_STG,true
WMOR,DMG001,301,,,,999,999,999,30100000,30100000,30100000,997002999,100,DAMAGED,true
WMOR,DMG002,301,,,,999,999,999,30100001,30100001,30100001,997002999,100,DAMAGED,true
WMOR,DMG003,301,,,,999,999,999,30100002,30100002,30100002,997002999,100,DAMAGED,true
WMOR,DMG004,301,,,,999,999,999,30100003,30100003,30100003,997002999,100,DAMAGED,true
WMOR,DMG005,301,,,,999,999,999,30100004,30100004,30100004,997002999,100,DAMAGED,true
WMOR,DMG006,301,,,,999,999,999,30100005,30100005,30100005,997002999,100,DAMAGED,true
WMOR,DMG007,301,,,,999,999,999,30100006,30100006,30100006,997002999,100,DAMAGED,true
WMOR,DMG008,301,,,,999,999,999,30100007,30100007,30100007,997002999,100,DAMAGED,true
WMOR,DMG009,301,,,,999,999,999,30100008,30100008,30100008,997002999,100,DAMAGED,true
WMOR,DMG010,301,,,,999,999,999,30100009,30100009,30100009,997002999,100,DAMAGED,true
WMOR,DMG011,301,,,,999,999,999,30100010,30100010,30100010,997002999,100,DAMAGED,true
WMOR,DMG012,301,,,,999,999,999,30100011,30100011,30100011,997002999,100,DAMAGED,true
WMOR,DMG013,301,,,,999,999,999,30100012,30100012,30100012,997002999,100,DAMAGED,true
WMOR,DMG014,301,,,,999,999,999,30100013,30100013,30100013,997002999,100,DAMAGED,true
WMOR,DMG015,301,,,,999,999,999,30100014,30100014,30100014,997002999,100,DAMAGED,true
WMOR,DMG016,301,,,,999,999,999,30100015,30100015,30100015,997002999,100,DAMAGED,true
WMOR,DMG017,301,,,,999,999,999,30100016,30100016,30100016,997002999,100,DAMAGED,true
WMOR,DMG018,301,,,,999,999,999,30100017,30100017,30100017,997002999,100,DAMAGED,true
WMOR,DMG019,301,,,,999,999,999,30100018,30100018,30100018,997002999,100,DAMAGED,true
WMOR,DMG020,301,,,,999,999,999,30100019,30100019,30100019,997002999,100,DAMAGED,true
WMOR,DMG021,301,,,,999,999,999,30100020,30100020,30100020,997002999,100,DAMAGED,true
WMOR,DMG022,301,,,,999,999,999,30100021,30100021,30100021,997002999,100,DAMAGED,true
WMOR,DMG023,301,,,,999,999,999,30100022,30100022,30100022,997002999,100,DAMAGED,true
WMOR,DMG024,301,,,,999,999,999,30100023,30100023,30100023,997002999,100,DAMAGED,true
WMOR,DMG025,301,,,,999,999,999,30100024,30100024,30100024,997002999,100,DAMAGED,true
WMOR,DMG026,301,,,,999,999,999,30100025,30100025,30100025,997002999,100,DAMAGED,true
WMOR,DMG027,301,,,,999,999,999,30100026,30100026,30100026,997002999,100,DAMAGED,true
WMOR,DMG028,301,,,,999,999,999,30100027,30100027,30100027,997002999,100,DAMAGED,true
WMOR,DMG029,301,,,,999,999,999,30100028,30100028,30100028,997002999,100,DAMAGED,true
WMOR,DMG030,301,,,,999,999,999,30100029,30100029,30100029,997002999,100,DAMAGED,true
WMOR,RDOCK001,401,,,,999,999,999,40100000,40100000,40100000,997002999,100,RECV_DCK,true
WMOR,RDOCK002,401,,,,999,999,999,40100001,40100001,40100001,997002999,100,RECV_DCK,true
WMOR,RDOCK003,401,,,,999,999,999,40100002,40100002,40100002,997002999,100,RECV_DCK,true
WMOR,RDOCK004,401,,,,999,999,999,40100003,40100003,40100003,997002999,100,RECV_DCK,true
WMOR,RDOCK005,401,,,,999,999,999,40100004,40100004,40100004,997002999,100,RECV_DCK,true
WMOR,RDOCK006,401,,,,999,999,999,40100005,40100005,40100005,997002999,100,RECV_DCK,true
WMOR,RDOCK007,401,,,,999,999,999,40100006,40100006,40100006,997002999,100,RECV_DCK,true
WMOR,RDOCK008,401,,,,999,999,999,40100007,40100007,40100007,997002999,100,RECV_DCK,true
WMOR,RDOCK009,401,,,,999,999,999,40100008,40100008,40100008,997002999,100,RECV_DCK,true
WMOR,RDOCK010,401,,,,999,999,999,40100009,40100009,40100009,997002999,100,RECV_DCK,true
WMOR,SDOCK001,402,,,,999,999,999,40200000,40200000,40200000,997002999,100,SHIP_DCK,true
WMOR,SDOCK002,402,,,,999,999,999,40200001,40200001,40200001,997002999,100,SHIP_DCK,true
WMOR,SDOCK003,402,,,,999,999,999,40200002,40200002,40200002,997002999,100,SHIP_DCK,true
WMOR,SDOCK004,402,,,,999,999,999,40200003,40200003,40200003,997002999,100,SHIP_DCK,true
WMOR,SDOCK005,402,,,,999,999,999,40200004,40200004,40200004,997002999,100,SHIP_DCK,true
WMOR,SDOCK006,402,,,,999,999,999,40200005,40200005,40200005,997002999,100,SHIP_DCK,true
WMOR,SDOCK007,402,,,,999,999,999,40200006,40200006,40200006,997002999,100,SHIP_DCK,true
WMOR,SDOCK008,402,,,,999,999,999,40200007,40200007,40200007,997002999,100,SHIP_DCK,true
WMOR,SDOCK009,402,,,,999,999,999,40200008,40200008,40200008,997002999,100,SHIP_DCK,true
WMOR,SDOCK010,402,,,,999,999,999,40200009,40200009,40200009,997002999,100,SHIP_DCK,true
WMOR,RF01,,,,,,,,,,,0,100,RF,true
WMOR,RF02,,,,,,,,,,,0,100,RF,true
WMOR,RF03,,,,,,,,,,,0,100,RF,true
WMOR,RF04,,,,,,,,,,,0,100,RF,true
WMOR,RF05,,,,,,,,,,,0,100,RF,true
WMOR,RF06,,,,,,,,,,,0,100,RF,true
WMOR,RF07,,,,,,,,,,,0,100,RF,true
WMOR,RF08,,,,,,,,,,,0,100,RF,true
WMOR,RF09,,,,,,,,,,,0,100,RF,true
WMOR,RF10,,,,,,,,,,,0,100,RF,true
WMOR,RF100,,,,,,,,,,,0,100,RF,true
WMOR,RF101,,,,,,,,,,,0,100,RF,true
WMOR,RF102,,,,,,,,,,,0,100,RF,true
WMOR,RF103,,,,,,,,,,,0,100,RF,true
WMOR,RF104,,,,,,,,,,,0,100,RF,true
WMOR,RF105,,,,,,,,,,,0,100,RF,true
WMOR,RF106,,,,,,,,,,,0,100,RF,true
WMOR,RF107,,,,,,,,,,,0,100,RF,true
WMOR,RF108,,,,,,,,,,,0,100,RF,true
WMOR,RF109,,,,,,,,,,,0,100,RF,true
WMOR,RF11,,,,,,,,,,,0,100,RF,true
WMOR,RF110,,,,,,,,,,,0,100,RF,true
WMOR,RF12,,,,,,,,,,,0,100,RF,true
WMOR,RF13,,,,,,,,,,,0,100,RF,true
WMOR,RF14,,,,,,,,,,,0,100,RF,true
WMOR,RF15,,,,,,,,,,,0,100,RF,true
